CRS Code,Station Name,Sixteen Character Name,Longitude,Latitude,Station Operator,National Location Code,Address Line 1,Address Line 2,Address Line 3,Address Line 4,Postcode,Ticket Office Mon-Fri Start,Ticket Office Mon-Fri End,Ticket Office Sat Start,Ticket Office Sat End,Ticket Office Sun Start,Ticket Office Sun End,Toilets Available,Wheelchairs Available
BGM,Bellingham,BELLINGHAM LDN,-0.020433206,51.43387812,TL,506200,,,,,,06:10:00.000,19:30:00.000,06:40:00.000,13:20:00.000,08:10:00.000,13:20:00.000,false,false
BLH,Bellshill,BELLSHILL,-4.025178029,55.81655045,SR,971400,,,,,,,,06:30:00.000,19:50:00.000,09:10:00.000,16:45:00.000,true,false
BLM,Belmont,BELMONT,-0.199487206,51.34413926,SN,535000,,,,,,,,,,,,false,false
BLP,Belper,BELPER,-1.482616227,53.02459133,EM,167900,,,,,,,,,,,,false,
BEG,Beltring,BELTRING,0.403498536,51.20470355,SE,522700,,,,,,,,,,,,false,
BVD,Belvedere,BELVEDERE,0.152076006,51.49199068,SE,509200,,,,,,06:10:00.000,18:40:00.000,07:40:00.000,14:20:00.000,,,false,
BEM,Bempton,BEMPTON,-0.180427625,54.12829569,NT,804700,,,,,,,,,,,,false,
BEY,Ben Rhydding,BEN RHYDDING,-1.79742789,53.92617737,NT,856400,,,,,,,,,,,,false,
BEF,Benfleet,BENFLEET.,0.561723002,51.5439490855,CC,743900,,,,,,05:15:00.000,21:30:00.000,05:15:00.000,21:45:00.000,06:15:00.000,21:15:00.000,true,
BEN,Bentham,BENTHAM,-2.510912928,54.11579786,NT,267600,,,,,,,,,,,,false,false
BTY,Bentley (Hampshire),BENTLEY (HANTS),-0.868130903,51.18122986,SW,562400,,,,,,06:40:00.000,10:30:00.000,,,,,true,false
BYK,Bentley (South Yorkshire),BENTLEY S YORKS,-1.15155621,53.54369067,NT,835200,,,,,,,,,,,,false,
BAS,Bere Alston,BERE ALSTON,-4.200398271,50.4855868,GW,354900,,,,,,,,,,,,false,
BFE,Bere Ferrers,BERE FERRERS,-4.181881299,50.45085678,GW,355000,,,,,,,,,,,,false,
BKM,Berkhamsted,BERKHAMSTED,-0.562005134,51.76313738,LN,139000,,,,,,06:00:00.000,20:00:00.000,07:00:00.000,19:00:00.000,08:00:00.000,17:00:00.000,true,true
BKW,Berkswell,BERKSWELL.,-1.642844919,52.39589581,WM,104500,,,,,,,,08:00:00.000,16:00:00.000,10:00:00.000,13:00:00.000,false,
BEP,Bermuda Park,BERMPRK,-1.473879,52.504479,WM,6543,,,,,,,,,,,,false,
BYA,Berney Arms,BERNEY ARMS,1.630392836,52.58980986,LE,733000,,,,,,,,,,,,false,
BBW,Berry Brow,BERRY BROW,-1.79343383,53.62105489,NT,843100,,,,,,,,,,,,false,
BRS,Berrylands,BERRYLANDS,-0.28071427,51.39904691,SW,558100,,,,,,06:20:00.000,10:10:00.000,,,,,false,false
BRK,Berwick (Sussex),BERWICK (SUSSEX),0.166026428,50.84037214,SN,532300,,,,,,06:10:00.000,11:45:00.000,,,,,false,false
BWK,Berwick-upon-Tweed,BERWICK ON TWEED,-2.011127048,55.77482692,GR,779100,,,,,,07:00:00.000,16:00:00.000,08:00:00.000,16:00:00.000,09:15:00.000,16:00:00.000,true,true
BES,Bescar Lane,BESCAR LANE,-2.914683023,53.62355392,NT,235100,,,,,,,,,,,,false,
BSC,Bescot Stadium,BESCOT STADIUM.,-1.99110442,52.56274493,WM,100300,,,,,,,,,,,,false,
BTO,Betchworth,BETCHWORTH,-0.266974147,51.24818664,GW,547200,,,,,,,,,,,,false,
BET,Bethnal Green,BETHNAL GREEN,-0.0597548173,51.524464761,LO,696100,,,,,,,,,,,,false,true
BYC,Betws-y-Coed,BETWS Y COED,-3.800879188,53.092088,AW,244900,,,,,,,,,,,,false,false
BEV,Beverley,BEVERLEY,-0.42388287,53.84230315,NT,804800,,,,,,,,07:00:00.000,13:45:00.000,,,true,false
BEX,Bexhill,BEXHILL,0.477034087,50.84103549,SN,521100,,,,,,06:10:00.000,19:35:00.000,06:10:00.000,19:35:00.000,08:10:00.000,15:45:00.000,true,false
BXY,Bexley,BEXLEY,0.148229166,51.44080011,SE,509300,,,,,,06:10:00.000,19:30:00.000,06:10:00.000,19:30:00.000,08:10:00.000,15:40:00.000,true,
BXH,Bexleyheath,BEXLEYHEATH,0.133460723,51.46355285,SE,509400,,,,,,06:10:00.000,20:00:00.000,06:30:00.000,20:00:00.000,08:10:00.000,16:40:00.000,true,true
BCS,Bicester North,BICESTER NORTH,-1.150376878,51.90349153,CH,304800,,,,,,05:50:00.000,19:10:00.000,06:35:00.000,18:00:00.000,08:10:00.000,16:40:00.000,true,false
BIT,Bicester Village,BICESTER VILLAGE,-1.1494282023043747,51.892636684098264,CH,310400,,,,,,05:30:00.000,21:00:00.000,06:00:00.000,19:00:00.000,08:00:00.000,18:00:00.000,true,true
BKL,Bickley,BICKLEY,0.044255507,51.40039232,SE,506300,,,,,,06:10:00.000,19:30:00.000,07:10:00.000,13:50:00.000,08:15:00.000,13:45:00.000,false,
BID,Bidston,BIDSTON,-3.078570263,53.40914752,ME,213600,,,,,,,,05:51:00.000,00:05:00.000,08:01:00.000,00:05:00.000,true,
BIW,Biggleswade,BIGGLESWADE,-0.26118,52.08469,GN,617000,,,,,,06:20:00.000,14:15:00.000,08:00:00.000,14:15:00.000,08:15:00.000,14:15:00.000,true,false
BBK,Bilbrook,BILBROOK,-2.186091807,52.6237314,WM,461800,,,,,,,,,,,,false,
BIC,Billericay,BILLERICAY.,0.418635763,51.62889045,LE,687100,,,,,,,,06:00:00.000,20:15:00.000,07:10:00.000,20:40:00.000,true,
BIL,Billingham,BILLINGHAM CLEVE,-1.278542318,54.60632344,NT,791000,,,,,,,,,,,,false,false
BIG,Billingshurst,BILLINGSHURST,-0.450295608,51.01519557,SN,546400,,,,,,06:00:00.000,19:25:00.000,07:10:00.000,13:45:00.000,08:10:00.000,16:45:00.000,true,false
BIN,Bingham,BINGHAM,-0.952051798,52.95457509,EM,623500,,,,,,,,,,,,false,
BIY,Bingley,BINGLEY,-1.836944749,53.84840967,NT,855300,,,,,,,,06:10:00.000,19:00:00.000,08:40:00.000,16:00:00.000,false,true
BCG,Birchgrove,BIRCHGROVE,-3.203468175,51.52174013,AW,390700,,,,,,,,,,,,false,false
BCH,Birchington-on-Sea,BIRCHINGTON,1.301424075,51.37749929,SE,516300,,,,,,05:45:00.000,12:25:00.000,06:45:00.000,13:25:00.000,,,true,
BWD,Birchwood,BIRCHWOOD,-2.528015343,53.41196101,NT,230400,,,,,,,,06:10:00.000,22:00:00.000,08:10:00.000,22:00:00.000,true,false
BIK,Birkbeck,BIRKBECK,-0.056235874,51.40390126,SN,540100,,,,,,,,,,,,false,false
BDL,Birkdale,BIRKDALE,-3.014715579,53.63353433,ME,235200,,,,,,,,05:27:00.000,00:32:00.000,07:47:00.000,00:32:00.000,true,
BKC,Birkenhead Central,BIRKENHEAD CTL,-3.019416498,53.38900094,ME,221700,,,,,,,,05:32:00.000,00:07:00.000,07:34:00.000,00:07:00.000,true,
BKQ,Birkenhead Hamilton Square,BIRKENHEAD H SQ,-3.013687789,53.39471293,ME,221900,,,,,,,,05:30:00.000,00:20:00.000,07:36:00.000,00:20:00.000,true,
BKN,Birkenhead North,BIRKENHEAD NORTH,-3.057401666,53.40484222,ME,214500,,,,,,,,05:49:00.000,00:17:00.000,07:49:00.000,00:17:00.000,true,
BKP,Birkenhead Park,BIRKENHEAD PARK,-3.039179402,53.3978198,ME,222000,,,,,,,,05:51:00.000,00:15:00.000,07:51:00.000,00:15:00.000,true,
BHI,Birmingham International,BIRMINGHAM INTL,-1.725863394,52.45081461,VT,121500,,,,,,05:40:00.000,21:00:00.000,06:15:00.000,21:00:00.000,08:15:00.000,21:00:00.000,true,true
BMO,Birmingham Moor Street,BIRMINGHAM M ST,-1.89246908,52.479088,CH,451500,,,,,,05:40:00.000,00:10:00.000,05:55:00.000,23:55:00.000,08:40:00.000,00:10:00.000,true,true
BHM,Birmingham New Street,BIRMINGHAM N ST,-1.898360826,52.47819419,NR,112700,,,,,,,,05:15:00.000,23:00:00.000,08:00:00.000,23:00:00.000,true,true
BSW,Birmingham Snow Hill,BIRMINGHAM SN HL,-1.899820964,52.48358956,WM,100600,,,,,,,,07:00:00.000,23:00:00.000,08:00:00.000,20:00:00.000,true,true
BIA,Bishop Auckland,BISHOP AUCKLAND,-1.677565289,54.65747215,NT,783500,,,,,,06:50:00.000,12:25:00.000,08:50:00.000,13:25:00.000,,,false,
BBG,Bishopbriggs,BISHOPBRIGGS,-4.224906239,55.90386474,SR,994000,,,,,,,,06:36:00.000,20:30:00.000,,,false,false
BIS,Bishops Stortford,BISHOPS STRTFORD,0.164908628,51.86669627,LE,680000,,,,,,06:00:00.000,21:00:00.000,06:00:00.000,21:00:00.000,07:00:00.000,21:00:00.000,true,true
BIP,Bishopstone (Sussex),BISHOPSTONE SSEX,0.082763046,50.78013589,SN,540200,,,,,,,,,,,,false,false
BPT,Bishopton (Renfrewshire),BISHOPTON SCLYDE,-4.50156706,55.9021483,SR,962000,,,,,,,,06:30:00.000,19:50:00.000,10:10:00.000,17:30:00.000,true,true
BTE,Bitterne,BITTERNE,-1.376987648,50.91844496,SW,594500,,,,,,,,,,,,false,false
BBN,Blackburn,BLACKBURN,-2.479127511,53.74652637,NT,273700,,,,,,,,06:40:00.000,19:00:00.000,09:10:00.000,16:40:00.000,true,
BKH,Blackheath,BLACKHEATH,0.008302376,51.46576408,SE,509500,,,,,,06:10:00.000,20:00:00.000,06:40:00.000,20:00:00.000,08:10:00.000,19:40:00.000,true,true
BHO,Blackhorse Road,BLACKHORSE ROAD,-0.0412458332,51.5862075528,LT,740000,,,,,,,,,,,,false,
BPN,Blackpool North,BLACKPOOL NORTH,-3.049280829,53.82192857,NT,273900,,,,,,,,06:00:00.000,23:00:00.000,07:30:00.000,20:00:00.000,true,true
BPB,Blackpool Pleasure Beach,BLACKPOOL P BCH,-3.053813568,53.78824428,NT,273800,,,,,,,,,,,,false,
BPS,Blackpool South,BLACKPOOL SOUTH,-3.049063314,53.7986229,NT,274000,,,,,,,,,,,,false,false
BKR,Blackridge,BLACKRIDGE,-3.750483,55.883679,SR,0991,,,,,,,,,,,,false,false
BLK,Blackrod,BLACKROD,-2.569533036,53.59153702,NT,273200,,,,,,,,,,,,false,
BAW,Blackwater,BLACKWATER,-0.777022615,51.33181014,GW,562500,,,,,,,,,,,,false,
BFF,Blaenau Ffestiniog,BLAENAU FFEST.,-3.938602387,52.99456764,AW,245000,,,,,,,,,,,,false,false
BLA,Blair Atholl,BLAIR ATHOLL,-3.850217553,56.7655294,SR,875000,,,,,,,,,,,,false,false
BAI,Blairhill,BLAIRHILL,-4.042166208,55.86658923,SR,976000,,,,,,,,09:00:00.000,16:15:00.000,,,false,false
BKT,Blake Street,BLAKE STREET.,-1.844908831,52.604897,WM,117600,,,,,,,,07:00:00.000,18:00:00.000,09:00:00.000,15:00:00.000,false,
BKD,Blakedown,BLAKEDOWN,-2.17635507,52.40618415,WM,457400,,,,,,,,,,,,false,
BLT,Blantyre,BLANTYRE,-4.086413678,55.79755181,SR,971600,,,,,,,,08:30:00.000,17:45:00.000,,,false,false
BLO,Blaydon,BLAYDON,-1.712587399,54.96578715,NT,750300,,,,,,,,,,,,false,
BSB,Bleasby,BLEASBY,-0.942482306,53.04169182,EM,620400,,,,,,,,,,,,false,
BLY,Bletchley,BLETCHLEY,-0.736316135,51.99534498,LN,136000,,,,,,,,07:00:00.000,18:00:00.000,08:00:00.000,17:00:00.000,true,true
BLX,Bloxwich,BLOXWICH.,-2.011476946,52.61821329,WM,114100,,,,,,,,,,,,false,
BWN,Bloxwich North,BLOXWICH NORTH,-2.019161042,52.62567399,WM,101800,,,,,,,,,,,,false,
BLN,Blundellsands & Crosby,BLUNDELLSANDS,-3.03986789,53.48769659,ME,212300,,,,,,05:37:00.000,00:12:00.000,05:37:00.000,00:12:00.000,08:07:00.000,00:12:00.000,true,
BLI,Blyth Bebside,BLYTH BEBSIDE,-1.5585877592468278,55.12728737687844,NT,766900,,,,,,,,,,,,false,false
BYB,Blythe Bridge,BLYTHE BRIDGE,-2.066959695,52.96816538,EM,128200,,,,,,,,,,,,false,
BOD,Bodmin Parkway,BODMIN PARKWAY,-4.662971107,50.44585588,GW,350100,,,,,,07:00:00.000,18:00:00.000,07:00:00.000,18:00:00.000,10:35:00.000,18:00:00.000,true,true
BOR,Bodorgan,BODORGAN,-4.418022835,53.20431918,AW,243500,,,,,,,,,,,,false,false
BOG,Bognor Regis,BOGNOR REGIS.,-0.676179036,50.78655324,SN,525300,,,,,,06:00:00.000,19:50:00.000,06:00:00.000,19:50:00.000,08:10:00.000,19:45:00.000,true,true
BGS,Bogston,BOGSTON,-4.711389983,55.93703054,SR,966800,,,,,,,,,,,,false,
BON,Bolton,BOLTON.,-2.42582971,53.57415749,NT,259900,,,,,,,,06:00:00.000,21:00:00.000,08:15:00.000,19:30:00.000,true,true
BTD,Bolton-upon-Dearne,BOLTON ON DEARNE,-1.312227491,53.51901464,NT,853600,,,,,,,,,,,,false,
BDS,Bond Street (Elizabeth line),BONDSTREET,-0.14887332916259766,51.51435127755925,LT,6553,,,,,,,,,,,,false,
BKA,Bookham,BOOKHAM,-0.384010514,51.28873731,SW,562600,,,,,,06:40:00.000,12:00:00.000,09:00:00.000,12:00:00.000,,,false,false
BOC,Bootle (Cumbria),BOOTLE (CUMBRIA),-3.394902231,54.29035629,NT,199300,,,,,,,,,,,,false,
BNW,Bootle New Strand,BOOTLE N STRAND,-2.995347712,53.45301817,ME,219500,,,,,,05:45:00.000,00:05:00.000,05:45:00.000,00:05:00.000,08:05:00.000,00:05:00.000,false,
BOT,Bootle Oriel Road,BOOTLE ORIEL RD,-2.995221639,53.44762574,ME,223900,,,,,,,,05:48:00.000,00:05:00.000,08:03:00.000,00:05:00.000,true,
BBS,Bordesley,BORDESLEY.,-1.877764833,52.47188154,WM,451300,,,,,,,,,,,,false,
BRG,Borough Green & Wrotham,-,0.306260165,51.29321653,SE,513000,,,,,,06:10:00.000,17:55:00.000,07:10:00.000,13:50:00.000,08:10:00.000,15:40:00.000,true,
BRH,Borth,BORTH,-4.0504,52.49098,AW,430400,,,,,,,,,,,,false,false
BOH,Bosham,BOSHAM,-0.847436637,50.8427348,SN,525400,,,,,,06:10:00.000,10:25:00.000,,,,,true,false
BSN,Boston,BOSTON.,-0.031002264,52.97811818,EM,621600,,,,,,,,07:40:00.000,15:20:00.000,,,true,true
BOE,Botley,BOTLEY,-1.258806196,50.91680133,SW,589400,,,,,,,,,,,,false,false
BTF,Bottesford,BOTTESFORD,-0.796014823,52.94500577,EM,623700,,,,,,,,,,,,false,
BNE,Bourne End,BOURNE END,-0.710471017,51.57711651,GW,301800,,,,,,06:05:00.000,12:35:00.000,07:05:00.000,13:35:00.000,,,true,false
BMH,Bournemouth,BOURNEMOUTH.,-1.863941342,50.72752854,SW,587600,,,,,,05:45:00.000,19:15:00.000,06:15:00.000,18:00:00.000,07:45:00.000,18:30:00.000,true,true
BRV,Bournville,BOURNVILLE.,-1.926421682,52.4269705,WM,111200,,,,,,06:00:00.000,20:00:00.000,08:00:00.000,20:00:00.000,09:00:00.000,16:00:00.000,false,
BWB,Bow Brickhill,BOW BRICKHILL,-0.696072267,52.00431141,LN,138100,,,,,,,,,,,,false,
BOW,Bow Street,BOW,-4.0319599,52.4392199,AW,4219,,,,,,,,,,,,false,false
BOP,Bowes Park,BOWESPARK,-0.11977,51.60728,GN,602700,,,,,,06:45:00.000,10:00:00.000,,,,,false,false
BWG,Bowling,BOWLING,-4.493824427,55.93106773,SR,996800,,,,,,,,,,,,false,false
BXW,Box Hill & Westhumble,Box Hill,-0.328478447,51.25400939,SN,540300,,,,,,,,,,,,false,false
BCE,Bracknell,BRACKNELL,-0.751703019,51.41309494,SW,569300,,,,,,05:55:00.000,19:35:00.000,05:55:00.000,19:40:00.000,08:10:00.000,17:40:00.000,false,true
BDQ,Bradford Forster Square,BRADFORD F SQ,-1.752961084,53.79693456,NT,834600,,,,,,,,06:10:00.000,19:00:00.000,08:45:00.000,18:00:00.000,true,
BDI,Bradford Interchange,BRADFORD INTERCH,-1.749595186,53.79108522,NT,834500,,,,,,,,06:00:00.000,20:15:00.000,08:00:00.000,20:15:00.000,true,true
BOA,Bradford-on-Avon,BRADFORD ON AVON,-2.252339918,51.34490956,GW,334100,,,,,,06:20:00.000,13:30:00.000,06:20:00.000,13:30:00.000,,,false,false
BDN,Brading,BRADING,-1.138722649,50.67835504,IL,553000,,,,,,,,,,,,false,false
BTR,Braintree,BRAINTREE.,0.556698654,51.87540511,LE,680100,,,,,,06:15:00.000,15:00:00.000,05:45:00.000,13:05:00.000,07:45:00.000,15:30:00.000,true,true
BTP,Braintree Freeport,BRAINTREE FRPORT,0.567449428,51.86901047,LE,205300,,,,,,,,,,,,false,
BML,Bramhall,BRAMHALL,-2.162236693,53.35998386,NT,294400,,,,,,06:30:00.000,13:00:00.000,07:30:00.000,14:00:00.000,,,true,
BMY,Bramley (Hampshire),BRAMLEY (HANTS),-1.060987012,51.33007866,GW,550000,,,,,,06:20:00.000,12:50:00.000,07:20:00.000,13:30:00.000,,,true,
BLE,Bramley (West Yorkshire),BRAMLEY W YORKS,-1.63810801,53.80599077,NT,849600,,,,,,,,,,,,false,
BMP,Brampton (Cumbria),BRAMPTON CUMBRIA,-2.703813718,54.93263673,NT,756500,,,,,,,,,,,,false,false
BRP,Brampton (Suffolk),BRAMPTON SUFFOLK,1.543824133,52.39545244,LE,725900,,,,,,,,,,,,false,
BCN,Branchton,BRANCHTON,-4.803539699,55.94058491,SR,993800,,,,,,,,,,,,false,false
BND,Brandon,BRANDON,0.62473398,52.45402845,LE,720000,,,,,,,,,,,,false,
BSM,Branksome,BRANKSOME,-1.919197826,50.72757992,SW,587500,,,,,,06:05:00.000,10:00:00.000,08:00:00.000,11:00:00.000,,,false,false
BYS,Braystones,BRAYSTONES CUMBR,-3.543374836,54.43954367,NT,204500,,,,,,,,,,,,false,false
BDY,Bredbury,BREDBURY,-2.109807325,53.42296542,NT,277900,,,,,,06:20:00.000,20:40:00.000,07:15:00.000,14:20:00.000,,,false,
BRC,Breich,BREICH,-3.668117841,55.82730421,SR,925100,,,,,,,,,,,,false,false
BCZ,Brent Cross West,BRENTX,-0.2269,51.5687,TL,777700,,,,,,,,,,,,true,true
BFD,Brentford,BRENTFORD,-0.309064381,51.48785748,SW,555200,,,,,,06:30:00.000,10:30:00.000,,,,,true,false
BRE,Brentwood,BRENTWOOD.,0.3001535395,51.6136457809,XR,687200,,,,,,06:10:00.000,20:00:00.000,06:10:00.000,20:00:00.000,07:10:00.000,20:10:00.000,true,true
BWO,Bricket Wood,BRICKET WOOD,-0.359116315,51.70542949,LN,156000,,,,,,,,,,,,false,
BEA,Bridge of Allan,BRIDGE OF ALLAN,-3.957226282,56.15661923,SR,988900,,,,,,,,,,,,false,false
BRO,Bridge of Orchy,BRIDGE OF ORCHY,-4.762977191,56.51584582,SR,882300,,,,,,,,,,,,false,false
BGN,Bridgend,BRIDGEND.,-3.57621,51.5075,AW,380900,,,,,,,,,,,,true,true
BDG,Bridgeton,BRIDGETON,-4.22607907,55.84892913,SR,978900,,,,,,,,08:30:00.000,18:00:00.000,12:30:00.000,14:30:00.000,false,
BWT,Bridgwater,BRIDGWATER.,-2.99028809,51.12807318,GW,344900,,,,,,06:30:00.000,14:15:00.000,06:30:00.000,14:15:00.000,,,true,false
BDT,Bridlington,BRIDLINGTON,-0.198719149,54.08414656,NT,804900,,,,,,,,06:00:00.000,18:00:00.000,09:30:00.000,18:00:00.000,true,true
BRF,Brierfield,BRIERFIELD,-2.236946834,53.82454874,NT,255400,,,,,,,,,,,,false,
BGG,Brigg,BRIGG,-0.48611936,53.54916351,NT,646400,,,,,,,,,,,,false,
BGH,Brighouse,BRIGHOUSE,-1.779439708,53.69821366,NT,851400,,,,,,,,,,,,false,false
BTN,Brighton,BRIGHTON,-0.141225193,50.82895322,SN,526800,,,,,,03:45:00.000,01:45:00.000,03:45:00.000,01:45:00.000,03:45:00.000,01:45:00.000,true,true
BMD,Brimsdown,BRIMSDOWN,-0.03103974,51.65528087,LE,681000,,,,,,06:15:00.000,12:55:00.000,07:15:00.000,14:00:00.000,,,false,
BNT,Brinnington,BRINNINGTON,-2.130899716,53.43103407,NT,260300,,,,,,06:30:00.000,20:50:00.000,07:20:00.000,14:25:00.000,,,false,
BPW,Bristol Parkway,BRISTOL PARKWAY,-2.542659527,51.51383574,GW,323000,,,,,,06:00:00.000,20:00:00.000,07:00:00.000,18:00:00.000,08:30:00.000,19:00:00.000,true,true
BRI,Bristol Temple Meads,BRISTOL TEMPLE M,-2.581322795,51.44914299,NR,323100,,,,,,06:15:00.000,21:30:00.000,06:15:00.000,21:30:00.000,06:45:00.000,21:30:00.000,true,true
BHD,Brithdir,BRITHDIR,-3.2287299,51.71030148,AW,401200,,,,,,,,,,,,false,false
BNF,Briton Ferry,BRITON FERRY,-3.819278922,51.63789409,AW,418700,,,,,,,,,,,,false,false
BRX,Brixton,BRIXTON.,-0.114179004,51.46330207,SE,508100,,,,,,06:40:00.000,20:00:00.000,08:10:00.000,14:50:00.000,,,false,
BGE,Broad Green,BROAD GREEN,-2.893466308,53.40618138,NT,224000,,,,,,,,05:35:00.000,00:05:00.000,08:05:00.000,23:35:00.000,false,false
BDB,Broadbottom,BROADBOTTOM,-2.016514951,53.44099228,NT,289200,,,,,,06:15:00.000,13:25:00.000,06:50:00.000,14:00:00.000,,,false,
BSR,Broadstairs,BROADSTAIRS,1.433579788,51.36068061,SE,500600,,,,,,06:15:00.000,19:30:00.000,06:15:00.000,19:30:00.000,08:10:00.000,15:40:00.000,true,
BCU,Brockenhurst,BROCKENHURST,-1.573542545,50.81682895,SW,588600,,,,,,05:55:00.000,19:30:00.000,06:30:00.000,19:30:00.000,08:35:00.000,18:30:00.000,true,false
BHS,Brockholes,BROCKHOLES,-1.770295861,53.59716619,NT,842900,,,,,,,,,,,,false,
BCY,Brockley,BROCKLEY.,-0.037813935,51.464746523,LO,540400,,,,,,06:10:00.000,20:05:00.000,07:00:00.000,20:05:00.000,08:10:00.000,15:45:00.000,false,true
BOM,Bromborough,BROMBOROUGH,-2.987788553,53.32184733,ME,219000,,,,,,,,,,,,true,
BMR,Bromborough Rake,BROMBOROUGH RAKE,-2.989476735,53.32992372,ME,219100,,,,,,,,05:35:00.000,00:21:00.000,07:35:00.000,00:21:00.000,false,
BMC,Bromley Cross (Lancs),BROMLEY CROSS,-2.409600356,53.61376394,NT,269700,,,,,,06:50:00.000,13:20:00.000,07:50:00.000,14:20:00.000,,,false,
BMN,Bromley North,BROMLEY NORTH,0.017315524,51.40895308,SE,509600,,,,,,06:10:00.000,19:00:00.000,07:20:00.000,14:00:00.000,,,true,
BMS,Bromley South,BROMLEY SOUTH,0.017419,51.40007,SE,506400,,,,,,06:00:00.000,21:30:00.000,06:20:00.000,21:30:00.000,06:40:00.000,21:30:00.000,true,true
BMV,Bromsgrove,BROMSGROVE,-2.048374392,52.32270414,WM,471500,,,,,,06:00:00.000,19:15:00.000,06:30:00.000,19:15:00.000,,,true,
BSY,Brondesbury,BRONDESBURY.,-0.2030812834,51.5456328731,LO,143700,,,,,,07:30:00.000,10:10:00.000,,,,,false,true
BSP,Brondesbury Park,BRONDESBURY PARK,-0.2104998266,51.5403506936,LO,143800,,,,,,07:30:00.000,10:00:00.000,,,,,false,true
BPK,Brookmans Park,BROOKMANSPK,-0.20455,51.72106,GN,607400,,,,,,06:50:00.000,10:00:00.000,,,,,false,false
BKO,Brookwood,BROOKWOOD,-0.635744681,51.30375762,SW,568700,,,,,,06:30:00.000,13:00:00.000,08:10:00.000,15:00:00.000,,,true,false
BME,Broome,BME,-2.885217916,52.42278098,AW,4175,,,,,,,,,,,,false,false
BMF,Broomfleet,BROOMFLEET,-0.673345968,53.74015046,NT,805000,,,,,,,,,,,,false,
BRA,Brora,BRORA,-3.852295093,58.01293309,SR,861800,,,,,,,,,,,,false,false
BUH,Brough,BROUGH,-0.579439167,53.72724433,TP,805100,,,,,,05:15:00.000,19:45:00.000,05:15:00.000,19:45:00.000,09:00:00.000,18:30:00.000,false,true
BYF,Broughty Ferry,BROUGHTY FERRY,-2.873149715,56.4671506,SR,902300,,,,,,,,,,,,false,false
BXB,Broxbourne,BROXBOURNE,-0.011077941,51.74691233,LE,681200,,,,,,06:15:00.000,20:15:00.000,07:15:00.000,18:45:00.000,08:15:00.000,17:45:00.000,true,true
BCV,Bruce Grove,BRUCE GROVE,-0.0698302996,51.592976158,LO,695800,,,,,,07:30:00.000,10:00:00.000,,,,,false,true
BDA,Brundall,BRUNDALL.,1.439275107,52.61980542,LE,728900,,,,,,,,,,,,false,
BGA,Brundall Gardens,BRUNDALL GARDENS,1.418842092,52.62309579,LE,700600,,,,,,,,,,,,false,
BSU,Brunstane,BRUNSTANE,-3.100977841,55.94250459,SR,880700,,,,,,,,,,,,false,false
BRW,Brunswick,BRUNSWICK,-2.975653248,53.38217523,ME,362300,,,,,,05:53:00.000,00:02:00.000,05:53:00.000,00:02:00.000,08:04:00.000,00:02:00.000,true,
BRU,Bruton,BRUTON,-2.447079134,51.11162818,GW,570200,,,,,,,,,,,,false,false
BYN,Bryn,BRYN,-2.648183788,53.49945144,NT,222200,,,,,,,,,,,,false,
BUC,Buckenham,BUCKENHAM NORFLK,1.47033814,52.59776177,LE,729000,,,,,,,,,,,,false,
BCK,Buckley,BUCKLEY,-3.05527,53.16271,AW,242200,,,,,,,,,,,,false,false
BUK,Bucknell,BUK,-2.948524727,52.3575573,AW,4182,,,,,,,,,,,,false,false
BSV,Buckshaw Parkway,Buckshaw Parkway,-2.66447,53.672825,NT,7501,,,,,,,,06:05:00.000,00:10:00.000,08:15:00.000,23:45:00.000,true,
BGL,Bugle,BUGLE,-4.791841896,50.39994328,GW,350200,,,,,,,,,,,,false,
BHR,Builth Road,BHR,-3.427045119,52.16932565,AW,4317,,,,,,,,,,,,false,false
BLW,Bulwell,BULWELL,-1.196233543,52.99971765,EM,186500,,,,,,,,,,,,false,
BUE,Bures,BURES,0.769005125,51.97099242,LE,708500,,,,,,,,,,,,false,
BUG,Burgess Hill,BURGESS HILL,-0.127769062,50.95361465,SN,548300,,,,,,06:10:00.000,19:35:00.000,06:40:00.000,20:05:00.000,09:00:00.000,16:35:00.000,true,false
BUY,Burley Park,BURLEY PARK,-1.577912469,53.81217572,NT,850000,,,,,,,,,,,,false,
BUW,Burley-in-Wharfedale,BURLEY IN WDALE,-1.753521668,53.90838882,NT,856500,,,,,,,,,,,,false,
BNA,Burnage,BURNAGE,-2.215140157,53.42192326,NT,294500,,,,,,06:30:00.000,13:00:00.000,07:00:00.000,14:00:00.000,,,false,
BUD,Burneside (Cumbria),BURNESIDE CUMBR,-2.76621552,54.35530768,NT,197500,,,,,,,,,,,,false,
BNM,Burnham (Buckinghamshire),BURNHAM BUCKS,-0.646369826,51.52350246,XR,317600,,,,,,06:15:00.000,19:15:00.000,08:15:00.000,14:45:00.000,08:15:00.000,15:45:00.000,true,true
BUU,Burnham-on-Crouch,BURNHAM ON C,0.814045173,51.63366373,LE,687300,,,,,,06:30:00.000,11:00:00.000,,,,,false,
BUB,Burnley Barracks,BURNLEY BARRACKS,-2.258010878,53.79124886,NT,274300,,,,,,,,,,,,false,
BNC,Burnley Central,BURNLEY CENTRAL,-2.244969486,53.79352327,NT,255000,,,,,,06:30:00.000,13:30:00.000,,,,,false,
